-0.024421, 1.205820, 0.093491, 
-0.063438, 1.210043, 0.086337, 
0.000202, 1.176300, 0.085134, 
0.000475, 1.231748, 0.087415, 
-0.065882, 1.237142, 0.086174, 
-0.027422, 1.233235, 0.092820, 
-0.109685, 1.242958, 0.070874, 
-0.105393, 1.213389, 0.071291, 
-0.145738, 1.254054, 0.046809, 
-0.138012, 1.216888, 0.046474, 
-0.128806, 1.181921, 0.047356, 
-0.125471, 1.144207, 0.050351, 
-0.093069, 1.142086, 0.068070, 
-0.059695, 1.143675, 0.091987, 
-0.024375, 1.143539, 0.098989, 
0.000148, 1.142702, 0.093494, 
-0.100951, 1.179390, 0.071711, 
-0.062103, 1.181247, 0.084882, 
-0.025668, 1.178522, 0.091675, 
-0.162759, 1.257035, 0.019380, 
-0.152991, 1.218231, 0.019537, 
-0.146291, 1.182198, 0.021598, 
-0.142496, 1.143627, 0.025617, 
-0.149527, 1.142433, -0.004760, 
-0.152259, 1.181202, -0.008429, 
-0.158431, 1.215159, -0.011930, 
-0.167139, 1.248528, -0.013919, 
-0.165380, 1.240056, -0.049155, 
-0.158729, 1.210666, -0.045300, 
-0.152650, 1.178929, -0.040331, 
-0.148181, 1.140327, -0.034976, 
-0.142453, 1.137554, -0.060868, 
-0.148546, 1.176115, -0.069804, 
-0.155672, 1.207813, -0.077131, 
-0.162559, 1.236550, -0.083251, 
-0.131310, 1.135731, -0.082962, 
-0.137045, 1.172816, -0.094228, 
-0.144592, 1.206192, -0.103738, 
-0.151661, 1.237936, -0.114946, 
-0.130803, 1.241255, -0.138682, 
-0.125621, 1.205306, -0.123504, 
-0.120464, 1.170876, -0.111726, 
-0.114930, 1.135398, -0.100467, 
-0.099597, 1.134355, -0.109978, 
-0.103502, 1.169666, -0.121565, 
-0.105701, 1.204824, -0.135171, 
-0.106063, 1.242414, -0.147230, 
-0.080473, 1.244002, -0.146859, 
-0.081290, 1.204948, -0.139960, 
-0.080158, 1.168924, -0.127758, 
-0.078429, 1.131749, -0.119057, 
-0.057025, 1.243291, -0.149120, 
-0.056183, 1.206187, -0.137669, 
-0.056384, 1.168116, -0.133109, 
-0.055491, 1.130480, -0.125120, 
-0.035443, 1.130989, -0.124534, 
-0.035374, 1.167144, -0.134883, 
-0.035923, 1.205625, -0.138222, 
-0.035499, 1.242744, -0.147997, 
-0.015291, 1.241852, -0.142104, 
-0.015709, 1.204113, -0.135371, 
-0.015891, 1.167517, -0.127959, 
-0.014978, 1.131445, -0.118385, 
0.000011, 1.168027, -0.122343, 
-0.000065, 1.203468, -0.132191, 
-0.000070, 1.241606, -0.139101, 
-0.022741, 1.111383, 0.100585, 
-0.058107, 1.109710, 0.093451, 
-0.091443, 1.107182, 0.074069, 
-0.126163, 1.107700, 0.057065, 
-0.142434, 1.107371, 0.030245, 
-0.150212, 1.106007, -0.000492, 
-0.151028, 1.104492, -0.029431, 
-0.146668, 1.102658, -0.054848, 
-0.133598, 1.102214, -0.079839, 
-0.116235, 1.101492, -0.098818, 
-0.098866, 1.100542, -0.107750, 
-0.077154, 1.099069, -0.112978, 
-0.053395, 1.099023, -0.118488, 
-0.032511, 1.099458, -0.119295, 
-0.013288, 1.099383, -0.115144, 
-0.000000, 1.099642, -0.110422, 
0.000042, 1.068930, -0.108801, 
-0.012717, 1.068701, -0.113187, 
-0.030809, 1.068737, -0.115373, 
-0.052153, 1.068469, -0.113501, 
-0.076304, 1.069277, -0.109992, 
-0.098358, 1.072042, -0.107877, 
-0.118514, 1.074268, -0.099725, 
-0.136744, 1.076096, -0.078936, 
-0.147999, 1.075231, -0.051021, 
-0.151147, 1.075087, -0.024643, 
-0.149440, 1.076031, 0.004534, 
-0.142974, 1.077525, 0.035846, 
-0.125406, 1.077504, 0.064806, 
-0.089162, 1.077332, 0.084240, 
-0.057357, 1.077655, 0.100954, 
-0.024258, 1.078677, 0.110655, 
0.000032, 1.077232, 0.107190, 
-0.000096, 1.046599, 0.115140, 
-0.024741, 1.046647, 0.115140, 
-0.055422, 1.047210, 0.106836, 
-0.088633, 1.048083, 0.092351, 
-0.121643, 1.049251, 0.067218, 
-0.139618, 1.048922, 0.038475, 
-0.149222, 1.048924, 0.010144, 
-0.152884, 1.049139, -0.020370, 
-0.149707, 1.049704, -0.048263, 
-0.138436, 1.050658, -0.077182, 
-0.119101, 1.049143, -0.099996, 
-0.098864, 1.046706, -0.109617, 
-0.077078, 1.044168, -0.111691, 
-0.052797, 1.042187, -0.109954, 
-0.030202, 1.041924, -0.112233, 
-0.012444, 1.041511, -0.110802, 
-0.000013, 1.017696, -0.109735, 
-0.012052, 1.017674, -0.111195, 
-0.028968, 1.017067, -0.112576, 
-0.052859, 1.016765, -0.114112, 
-0.078274, 1.019417, -0.117956, 
-0.100829, 1.021650, -0.115222, 
-0.123652, 1.022135, -0.103785, 
-0.146242, 1.020692, -0.076359, 
